MLII,V1
0.234116797,0.457908097
0.151279577,0.302219862
0.114709827,0.182911983
0.109788143,0.105087292
0.124365066,0.105087292
0.146254726,0.131041807
0.160868061,0.167344454
0.163325869,0.219292338
0.160916611,0.240066311
0.143894017,0.240066311
0.121986151,0.219227581
0.104963558,0.177614879
0.095241563,0.17236958
0.095271906,0.193195358
0.102614986,0.20363415
0.105127412,0.198492462
0.112543315,0.203711858
0.110225087,0.214034088
0.107912927,0.203543491
0.110449627,0.208672227
0.103240058,0.203426928
0.098439747,0.192949282
0.100940036,0.182484588
0.096176137,0.171968088
0.093888252,0.171903331
0.089215383,0.17705797
0.089415649,0.197883749
0.094452637,0.208283686
0.099398596,0.197818992
0.11152378,0.197689478
0.108871775,0.197521111
0.110886571,0.197430451
0.11265862,0.1974175
0.104399172,0.181772263
0.100709426,0.165997513
0.094325195,0.149911931
0.092589558,0.149160752
0.088317221,0.163718075
0.088936224,0.183196912
0.087303755,0.166101124
0.085932237,0.164378594
0.094640766,0.152204321
0.096400677,0.155701186
0.098464022,0.14913485
0.09833658,0.168872714
0.098372992,0.147541833
0.098524709,0.136960576
0.096279304,0.126599492
0.098913103,0.137064187
0.103980435,0.137154846
0.104186769,0.157889965
0.104387035,0.15257991
0.099726303,0.152359737
0.10481791,0.136533181
0.105066725,0.125900119
0.110206881,0.125692897
0.115365242,0.130756877
0.113253348,0.120292183
0.113587125,0.104672849
0.11392697,0.089079418
0.119152087,0.073537792
0.121955808,0.078847847
0.122338134,0.078938507
0.127593594,0.094661452
0.127981988,0.089649277
0.135640638,0.079469513
0.131119486,0.064096254
0.131441125,0.07466456
0.134196297,0.074742268
0.134475455,0.06443299
0.137206353,0.043762628
0.135100527,0.02838937
0.128145842,0.039061286
0.138231956,0.049759105
0.138590007,0.076011501
0.143809056,0.081386313
0.141721436,0.076374139
0.144531226,0.066194374
0.149732069,0.050834067
0.147632312,0.071828213
0.143074748,0.071996581
0.143353906,0.066945553
0.146060529,0.051494586
0.14147869,0.03613428
0.141776054,0.031251619
0.142073419,0.047194737
0.156996256,0.083885924
0.159769634,0.094518987
0.167410078,0.105087292
0.165310321,0.110526861
0.170486889,0.100424804
0.173217786,0.111096721
0.180809681,0.132103818
0.173782171,0.153033207
0.178934465,0.142814588
0.17678009,0.148254157
0.177041042,0.164171372
0.172477409,0.180101539
0.182514974,0.216818629
0.185239803,0.232735844
0.197723038,0.23824017
0.200472142,0.243757447
0.191023237,0.228500751
0.191278121,0.249572605
0.184226337,0.244638139
0.177174553,0.250077708
0.167713511,0.239949749
0.1679866,0.229834741
0.168277896,0.225042739
0.168581329,0.225470134
0.171312227,0.257123245
0.176452382,0.278363467
0.179146868,0.278790862
0.17211329,0.268844221
0.172356036,0.264078123
0.177471917,0.248912086
0.177690389,0.254481169
0.175463191,0.260011397
0.165911118,0.265515723
0.158804717,0.255478423
0.159023188,0.240338289
0.159247729,0.251269233
0.15706908,0.246645599
0.162209235,0.262770036
0.167349391,0.284023209
0.174910942,0.274115422
0.172726225,0.259014143
0.172944696,0.243848107
0.178030234,0.239069057
0.168496368,0.239444646
0.161402103,0.265787701
0.156729235,0.245441123
0.15208064,0.251074962
0.157178315,0.235973683
0.164721661,0.24168523
0.165012957,0.262977257
0.172623057,0.279049889
0.177805694,0.284709631
0.178109127,0.274775942
0.178400422,0.259596954
0.181094908,0.249611459
0.178916259,0.255141688
0.176731541,0.260697819
0.174565029,0.266228047
0.167531451,0.261345387
0.170274486,0.25124333
0.173041795,0.261889344
0.170972382,0.282857587
0.168921174,0.277832461
0.171718827,0.283142517
0.176950012,0.262446252
0.179753734,0.226104751
0.184954576,0.236478786
0.182842682,0.236452883
0.185579648,0.241633425
0.178564276,0.25200746
0.171530698,0.241555717
0.176664785,0.236297467
0.179383545,0.251877946
0.179638429,0.262316738
0.18475431,0.267600891
0.18253318,0.288426669
0.182727378,0.283233176
0.175608838,0.267652696
0.175778761,0.246788064
0.180791475,0.2519168
0.185785983,0.241478009
0.178606757,0.246684453
0.164102657,0.257058488
0.161766223,0.251864995
0.164308992,0.241478009
0.171718827,0.267432523
0.18398359,0.277884267
0.196218011,0.293490649
0.203591433,0.298632337
0.201224656,0.303709268
0.211007337,0.293128011
0.203767425,0.292972595
0.211134779,0.29808838
0.206340537,0.308462415
0.216135355,0.298062477
0.221069177,0.287688442
0.230870064,0.297984769
0.243080209,0.292713568
0.262633435,0.313422784
0.272452528,0.323796819
0.272592107,0.308203388
0.277714057,0.282158214
0.268416868,0.250841838
0.259362426,0.235080039
0.250611418,0.219344143
0.249482647,0.229718179
0.248699789,0.24024763
0.248196091,0.240597316
0.255187188,0.236077294
0.257341562,0.242319847
0.259350289,0.248912086
0.256200654,0.255711547
0.245386301,0.262459203
0.236568536,0.263741387
0.222525655,0.238680516
0.215486009,0.234018028
0.200945497,0.228967
0.188765695,0.249624411
0.179013357,0.264919961
0.174170566,0.264622079
0.166942791,0.264363052
0.167058095,0.243459566
0.164758073,0.243446615
0.16486124,0.238330829
0.169819336,0.248769621
0.16739794,0.248743719
0.16735546,0.2485624
0.164836965,0.232774698
0.167191606,0.222284101
0.159818183,0.222258198
0.154872224,0.227399886
0.154823675,0.232554525
0.147492733,0.253315547
0.149920197,0.227296275
0.152371936,0.232476817
0.159672535,0.237605554
0.157208659,0.237450137
0.149829167,0.242384603
0.139979731,0.216080402
0.134960948,0.210550174
0.137206353,0.184297778
0.151601216,0.184077605
0.185458275,0.204709113
0.224200606,0.214940683
0.284893283,0.220004662
0.367487756,0.19914003
0.459810294,0.173107807
0.581323089,0.188610579
0.702787336,0.224822566
0.814499244,0.328498161
0.911603886,0.437315443
0.960025731,0.55133917
0.954897713,0.670634098
0.886516043,0.758806921
0.781643515,0.831386313
0.642719731,0.846850231
0.49653176,0.794772833
0.3649814,0.690799358
0.262651641,0.54531679
0.194415618,0.353118686
0.148111736,0.212751904
0.133474126,0.134655235
0.135883385,0.124009221
0.140738313,0.128995493
0.145629654,0.165194529
0.145666066,0.191032482
0.145720684,0.222102782
0.138492909,0.242786095
0.131295477,0.253108325
0.116803515,0.263404652
0.107208962,0.247746464
0.102493613,0.232088276
0.102651398,0.21635238
0.10767018,0.216093353
0.1029609,0.215782521
0.100679083,0.21548464
0.095969802,0.220380252
0.093694055,0.209682433
0.093857908,0.199036419
0.098913103,0.193583899
0.101546902,0.2088924
0.111487368,0.2294462
0.10926017,0.255193493
0.111924312,0.249818681
0.112148852,0.239185619
0.109933791,0.207726778
0.10282132,0.191796612
0.102918419,0.201859815
0.102924488,0.211987774
0.102754565,0.22218049
0.102366171,0.216831581
0.087109558,0.201121587
0.091017775,0.200940268
0.097037887,0.185023053
0.097899636,0.200020722
0.103428187,0.214655753
0.104010778,0.218515257
0.102256935,0.196005802
0.10558863,0.173237321
0.101935296,0.165932757
0.093785084,0.158809511
0.086023267,0.172822877
0.08347443,0.182083096
0.081168339,0.165816194
0.081447497,0.155209035
0.091521474,0.160441382
0.094300921,0.16060975
0.10436276,0.176358597
0.104623713,0.171242812
0.109727456,0.171152153
0.1148312,0.139822825
0.10291235,0.134499819
0.108052506,0.129228617
0.113259417,0.124099881
0.113647811,0.129409936
0.111651222,0.12953945
0.121840503,0.129681915
0.124717049,0.124656789
0.122714391,0.130070455
0.125548455,0.135510024
0.121057646,0.140884837
0.12140356,0.141027301
0.119303803,0.115124592
0.122071113,0.09445423
0.127271955,0.073822722
0.130063539,0.074029944
0.137722189,0.084663006
0.135664913,0.095270165
0.140896098,0.105851422
0.138832754,0.106058644
0.146521747,0.095878879
0.151771139,0.106460136
0.154580929,0.111847899
0.150053708,0.106848676
0.147923608,0.075843133
0.148214903,0.055198674
0.138772067,0.029425478
0.136623761,0.034813241
0.136921126,0.050639797
0.142115899,0.066492255
0.149774549,0.071996581
0.155011804,0.082681448
0.15294239,0.083005232
0.158167507,0.083290162
0.160922679,0.104310211
0.163647508,0.104582189
0.159053532,0.094402424
0.156868814,0.079029166
0.157129766,0.063642957
0.150102257,0.063876081
0.147929676,0.084922033
0.148208835,0.116393825
0.153379334,0.121975859
0.163422967,0.132751386
0.173478738,0.133126975
0.178679581,0.143863648
0.18874142,0.154574418
0.189056991,0.170491633
0.196654954,0.186408848
0.194488442,0.202326063
0.189870191,0.192301715
0.190094732,0.197909651
0.180579072,0.193195358
0.185658541,0.21960317
0.183449548,0.240869295
0.176403833,0.246516086
0.181525783,0.252111071
0.186647732,0.257719007
0.189330081,0.258159353
0.192018497,0.268947832
0.194682639,0.279775164
0.187576238,0.275060871
0.182903369,0.254792001
0.180645827,0.234561985
0.175948683,0.2299254
0.173709348,0.240843392
0.166615083,0.256993732
0.164412159,0.252396001
0.167058095,0.268559291
0.169691894,0.263883852
0.174777432,0.259169559
0.174989835,0.254416412
0.175165826,0.270424286
0.18017854,0.250090659
0.175438916,0.245376366
0.170711429,0.240636171
0.170863146,0.230741336
0.17347267,0.246826918
0.17369721,0.278570688
0.171506424,0.289566389
0.174176634,0.295420401
0.176858983,0.290861524
0.179492781,0.270631508
0.177271651,0.255491374
0.177465849,0.250712325
0.17523865,0.251062011
0.177860312,0.256605191
0.178078783,0.241387349
0.166159933,0.236556494
0.181052427,0.236945034
0.181380135,0.242514117
0.186580977,0.253198985
0.184499427,0.269012589
0.184827134,0.26396156
0.180263501,0.258858727
0.178103058,0.243278247
0.175942615,0.243278247
0.178624963,0.258845775
0.176446314,0.253665233
0.176713335,0.24330415
0.179432095,0.232994871
0.177301995,0.233072579
0.180045029,0.253937212
0.185203391,0.274788893
0.178181951,0.280073046
0.185713159,0.269776719
0.183473823,0.269802621
0.176312803,0.25420919
0.173976369,0.243796301
0.17161566,0.249015697
0.174109879,0.259454489
0.171724895,0.243951717
0.16690031,0.249248821
0.176701197,0.233733098
0.164606356,0.244158939
0.174443656,0.254623634
0.17940782,0.275501217
0.186811586,0.280798322
0.184475152,0.2600373
0.189433248,0.239237424
0.194361,0.244379112
0.189518209,0.244327307
0.179796214,0.244314355
0.167622481,0.249585557
0.16032795,0.239237424
0.160334019,0.254856758
0.167664961,0.280888981
0.189615308,0.312088794
0.199397989,0.332953427
0.211614203,0.332992281
0.22137261,0.317424753
0.228697483,0.312166503
0.236028426,0.291263016
0.233704129,0.285965912
0.226585589,0.27552712
0.224479764,0.259959592
0.229880872,0.249546703
0.237964328,0.254662488
0.25123649,0.26501062
0.257517554,0.270230016
0.256783246,0.27572139
0.263586214,0.271097757
0.268089161,0.256372067
0.265267233,0.262705279
0.262287521,0.253639331
0.256595117,0.249935243
0.252984264,0.251502357
0.241702623,0.242578874
0.237393874,0.223009377
0.227951038,0.234264104
0.215904746,0.255413666
0.203767425,0.265826555
0.196472894,0.281199814
0.194069705,0.270579703
0.184384122,0.249585557
0.179565605,0.259855981
0.172289281,0.2390043
0.160133753,0.238991348
0.152821017,0.213036834
0.150369278,0.213127493
0.143007992,0.208063513
0.142935168,0.21338652
0.137977073,0.234238201
0.140307438,0.260218619
0.137782875,0.265386209
0.144962101,0.244586334
0.144810385,0.24971507
0.144640462,0.254817904
0.146885867,0.249481946
0.1369454,0.24406828
0.13916653,0.238641662
0.131653528,0.20210589
0.131483606,0.212402217
0.123994878,0.196860592
0.126228145,0.212518779
0.130882808,0.212544682
0.140368125,0.217634565
0.169285294,0.217505051
0.215212919,0.201846863
0.285445531,0.201795058
0.377579939,0.191369217
0.481882013,0.175736932
0.605622007,0.186059162
0.739138614,0.232748796
0.853211232,0.352160286
0.928365528,0.497616951
0.95975871,0.648357768
0.923049381,0.793905092
0.830393067,0.882233332
0.70372191,0.923755375
0.55517323,0.866601046
0.41391908,0.757498834
0.277513791,0.591255245
0.187333491,0.424972802
0.123915985,0.243058074
0.104308142,0.128632855
0.104223181,0.086968347
0.11877583,0.107716417
0.138244094,0.164896648
0.152875635,0.222076879
0.150490651,0.258444283
0.145678203,0.258366575
0.131089143,0.253121276
0.114066549,0.232282547
0.097043955,0.226998394
0.089761562,0.226907735
0.084906634,0.226752318
0.080100254,0.200642387
0.085040144,0.200499922
0.089973965,0.184828783
0.09249246,0.215924986
0.095010954,0.221079625
0.09996905,0.241801792
0.100066148,0.220924209
0.100175384,0.205227167
0.092984021,0.210291146
0.097936048,0.215368078
0.0931236,0.225586696
0.090641518,0.22543128
0.088031994,0.214901829
0.085234341,0.199217738
0.087079214,0.209565871
0.08619319,0.214707558
0.089852592,0.219732684
0.09561782,0.22447288
0.098676425,0.218424597
0.096728385,0.201523079
0.094780345,0.194594105
0.093014365,0.187406103
0.08424515,0.195591359
0.078328205,0.167512822
0.07042074,0.155273792
0.072617595,0.127972336
0.079954606,0.137530436
0.085028007,0.152761229
0.0901803,0.16835466
0.092892991,0.173690618
0.097984598,0.179013625
0.098160589,0.168652541
0.100703358,0.158148992
0.105655385,0.163083459
0.10572214,0.162824431
0.100970379,0.136675646
0.098706768,0.126107341
0.094058174,0.115642646
0.091897731,0.115603792
0.092201164,0.131249029
0.094962405,0.131300834
0.100163247,0.136533181
0.105370158,0.131391494
0.115425929,0.110734083
0.127897027,0.100437756
0.128176185,0.095309019
0.128400726,0.105747811
0.126203871,0.090283894
0.119139949,0.085258768
0.121791954,0.069872559
0.126919973,0.075325079
0.127199131,0.065235974
0.127478289,0.086294876
0.130209187,0.081386313
0.137813219,0.055742631
0.14297158,0.040485935
0.152966665,0.040744962
0.15566115,0.046158628
0.151036831,0.061920427
0.143966841,0.067295239
0.134463318,0.052012641
0.134675721,0.041910584
0.139761259,0.047453764
0.137558335,0.068538569
0.14510168,0.074042895
0.152645026,0.084740714
0.150423896,0.090309796
0.155497296,0.069846656
0.153245823,0.070131586
0.15584321,0.080764648
0.158440597,0.086165363
0.151328126,0.070869813
0.151516255,0.066077812
0.151692246,0.050963581
0.156735303,0.05142983
0.169085028,0.08823758
0.171700621,0.135393462
0.174316214,0.156568927
0.179365339,0.172576802
0.191684721,0.162604258
0.189402904,0.168225146
0.189554621,0.163394291
0.192085253,0.174130964
0.187345628,0.190074082
0.185033469,0.206043102
0.182733446,0.206509351
0.182866957,0.212194996
0.183018673,0.21788064
0.185597854,0.239146765
0.1833039,0.250038854
0.190713735,0.266137388
0.185943768,0.256268456
0.186016592,0.246347718
0.178770611,0.231194633
0.171518561,0.23680257
0.164248305,0.237255867
0.159411583,0.248173859
0.154593066,0.243563177
0.15951475,0.218191473
0.166906379,0.239574159
0.174298008,0.250608714
0.179243966,0.277158991
0.17931679,0.272483552
0.179371408,0.262601668
0.176992493,0.252706833
0.179456369,0.222012122
0.167300842,0.238084754
0.164885515,0.243731544
0.157560641,0.238991348
0.157548504,0.229083562
0.155114971,0.229601616
0.155127108,0.250945449
0.159994174,0.256656996
0.164873377,0.267458426
0.174625715,0.272988655
0.179492781,0.262886598
0.179462438,0.247526291
0.176956081,0.237385381
0.179268241,0.242786095
0.176707266,0.237799824
0.166863898,0.248406983
0.159526887,0.233111433
0.149786687,0.228267627
0.154702302,0.233836709
0.157232933,0.239353986
0.169534109,0.265606382
0.17211329,0.276174688
0.181999138,0.265943118
0.184560113,0.245350464
0.184657212,0.240260581
0.177453711,0.235118893
0.17025628,0.235157748
0.167962326,0.245648345
0.165674441,0.240571414
0.168253621,0.240765684
0.163556478,0.240985857
0.168617741,0.246347718
0.16395701,0.262070663
0.171470012,0.267354815
0.174097742,0.251826141
0.176707266,0.241529814
0.176828639,0.241568668
0.181780666,0.231207584
0.181835284,0.23642698
0.172119358,0.236491737
0.167246224,0.252214682
0.15992135,0.252408952
0.157463543,0.252603222
0.162288128,0.247552194
0.171967642,0.258081645
0.176761884,0.263352847
0.179086181,0.273791639
0.174103811,0.253043568
0.176379558,0.247850075
0.171324364,0.232243693
0.1735637,0.237437186
0.178248706,0.247863026
0.178072715,0.26357302
0.185197323,0.26376729
0.194779738,0.279529089
0.197061554,0.295303839
0.20179511,0.305846242
0.208980404,0.326736777
0.216141424,0.326801533
0.218435378,0.321672797
0.210989131,0.306066415
0.215686275,0.280085997
0.222786608,0.259234316
0.227453408,0.269647205
0.239432944,0.290460032
0.246575758,0.28537015
0.25621886,0.275073823
0.268422937,0.275112677
0.268647478,0.280293219
0.269096558,0.280215511
0.267385196,0.269724913
0.256230998,0.264466663
0.25513257,0.243757447
0.251897974,0.228500751
0.243978371,0.208400249
0.233728403,0.214642802
0.225814869,0.231673833
0.210370128,0.238602808
0.199464744,0.235248407
0.195501909,0.236932083
0.196060225,0.259091851
0.198675818,0.28604362
0.198639406,0.29178107
0.196005607,0.291819924
0.183589127,0.275954515
0.171172647,0.239185619
0.161226112,0.223190696
0.148858181,0.217764078
0.14623652,0.233305704
0.14845765,0.238576905
0.153100175,0.223074134
0.157682014,0.223061182
0.162221373,0.228189919
0.159393377,0.233344558
0.158950364,0.25927317
0.148736808,0.254066725
0.145775302,0.248782573
0.145253397,0.233111433
0.139888701,0.227814329
0.134542211,0.222633787
0.131653528,0.227879086
0.12634345,0.222789204
0.123472973,0.207260529
0.127915233,0.19168005
0.139633817,0.186525411
0.158689412,0.217764078
0.19721934,0.223074134
0.252802204,0.228371238
0.325450143,0.212816661
0.422445549,0.176410403
0.546228024,0.191952028
0.677329304,0.243874009
0.803587792,0.35296327
0.910420498,0.482878309
0.966185422,0.649160752
0.956251024,0.789462778
0.880641579,0.898577941
0.761240677,0.997344972
0.598011907,0.976700513
0.4274704,0.878037093
0.283685619,0.680632544
0.171542836,0.477956794
0.108107124,0.285680982
0.07875908,0.161024193
0.083486567,0.109102212
0.100387787,0.10392167
0.117313282,0.129953893
0.143978978,0.171501839
0.146309344,0.228604362
0.15108538,0.249378335
0.131513949,0.249391286
0.114357845,0.254558877
0.104490202,0.223346112
0.092170821,0.20764907
0.084706368,0.176397451
0.084512171,0.191900223
0.081829823,0.212648293
0.086344906,0.223009377
0.090720411,0.21262239
0.092468185,0.212596488
0.101255606,0.228099259
0.112148852,0.227969746
0.110522451,0.227697767
0.106153015,0.227102005
0.104010778,0.220885355
0.089640189,0.19866083
0.085125105,0.186512459
0.08573804,0.189711444
0.079450908,0.198155727
0.078479922,0.191174947
0.075524484,0.184504999
0.082649092,0.188571725
0.080282314,0.182730664
0.082867564,0.192884526
0.085434607,0.203336269
0.078200763,0.172330726
0.083061761,0.172356629
0.082988937,0.161827177
0.080488649,0.171968088
0.080421893,0.166528519
0.08039155,0.161037144
0.09258349,0.150442936
0.099932638,0.155455111
0.104884665,0.160441382
0.107415297,0.170634098
0.107512395,0.175646273
0.100302826,0.159910377
0.100357444,0.144161529
0.102833458,0.128373828
0.105291265,0.133256489
0.105327677,0.132958607
0.107840103,0.127570844
0.105503669,0.117170906
0.105625042,0.101642232
0.115486616,0.106939336
0.118071865,0.107055898
0.118217513,0.117546495
0.128085155,0.117650106
0.13064613,0.112573175
0.133194968,0.107496244
0.133304204,0.086825882
0.130973838,0.092097083
0.123770338,0.087033104
0.121427835,0.082033881
0.121512796,0.061531886
0.131337958,0.056649226
0.138741724,0.07256644
0.146127284,0.088444801
0.153518913,0.09388437
0.158464872,0.088936953
0.163398693,0.0736155
0.165892912,0.063500492
0.163483654,0.063759519
0.153767728,0.064031498
0.146479266,0.048710045
0.144082145,0.033466301
0.141697162,0.044280682
0.141757848,0.060340362
0.146673464,0.071154743
0.149149477,0.087123763
0.156492557,0.082292908
0.158974639,0.077384344
0.166293444,0.077682226
0.171154441,0.088380045
0.175991164,0.088652023
0.175942615,0.094117495
0.178303324,0.078834896
0.180682239,0.079236388
0.180639758,0.100450707
0.183042948,0.137323214
0.185476481,0.158628193
0.187922151,0.185113713
0.192783149,0.180425322
0.204938676,0.186085064
0.207360072,0.202144744
0.207329729,0.223359063
0.199974512,0.228992903
0.197462086,0.224226804
0.18761265,0.214280164
0.177763213,0.219939906
0.170353378,0.230831995
0.172708019,0.252188779
0.16776206,0.258016889
0.170147044,0.237903435
0.179832626,0.254053774
0.184639006,0.264945863
0.189433248,0.275786147
0.186920822,0.260646014
0.189263325,0.261125214
0.186744831,0.23566285
0.181792804,0.220587473
0.174395106,0.22628607
0.164576013,0.242371652
0.157166178,0.253302595
0.157050874,0.264272393
0.159393377,0.249222919
0.169024341,0.260102057
0.178679581,0.244948972
0.181028153,0.255711547
0.183376724,0.26128063
0.180803612,0.240830441
